"database","key","phylum","class","order","family","genus","species","species_reported","species_underscored","taxo_level","realm","lat_dec","long_dec","location_description","country_collection","subcontinent","body_mass_gram","sex","life_stage","sample_size","number_of_specimens","estimate_error_type","cell_length","cell_length_error","cell_width","cell_width_error","cell_area","cell_area_error","cell_volume","cell_volume_error","mcv","mcv_error","nucleus_length","nucleus_length_error","nucleus_width","nucleus_width_error","nucleus_area","nucleus_area_error","nucleus_volume","nucleus_volume_error","notes"
"felix","14_fpl","Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","Acipenser sinensis","Acipenser sinensis","Acipenser_sinensis","Species","freshwater-brackish-marine",30.308,112.2568,"Yangtze River Fisheries Research Institute, Jingzhou City, Hubei Province, China","China","East Asia",439.8,"both","adult",NA,NA,"SD",17.98,0.96,12.65,0.87,178.6365,NA,1506.5008,NA,NA,NA,7.66,0.57,5.28,0.23,31.7653,NA,111.8138,NA,"Morphological studies of peripheral blood cells of the Chinese sturgeon, Acipenser sinensis Chinese sturgeon, Acipenser sinensis"
"Gregory_2024","pdf_not_found_Kisch_1949b","Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","Acipenser sturio","Acipenser sturio","Acipenser_sturio","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,9.7,NA,106.66,NA,689.7157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kisch, B. (1949b). Observations on the haematology of fishes and birds. Experimental Medicine and Surgery 7: 318-326."
"Gregory_2024","pdf_not_found_Gulliver_1875","Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","Acipenser sturio","Acipenser sturio","Acipenser_sturio","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,NA,9.5,NA,118.79,NA,751.3512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulliver, G. (1875). Observations on the sizes and shapes of the red corpuscles of the blood of vertebrates, with drawings of them to a uniform scale, and extended and revised tables of measurements. Proceedings of the Zoological Society of London 1875: 474-495."
"Gregory_2024","9_gregory","Chordata","Actinopteri","Syngnathiformes","Centriscidae","Aeoliscus","Aeoliscus strigatus","Aeoliscus strigatus","Aeoliscus_strigatus","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"felix","16_fpl","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae","Aetobatus","Aetobatus narinari","Aetobatus narinari","Aetobatus_narinari","Species","marine-brackish",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,20,NA,14,NA,219.9115,NA,2052.5072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Albuliformes","Albulidae","Albula","Albula vulpes","Albula vulpes","Albula_vulpes","Species","marine-brackish",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,12,NA,7.5,NA,70.6858,NA,353.4292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Albuliformes","Albulidae","Albula","Albula vulpes","Albula vulpes","Albula_vulpes","Species","marine-brackish",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,11,NA,6.5,NA,56.156,NA,243.3425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Albuliformes","Albulidae","Albula","Albula vulpes","Albula vulpes","Albula_vulpes","Species","marine-brackish",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,8.8,NA,65.6593,NA,385.2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Albuliformes","Albulidae","Albula","Albula vulpes","Albula vulpes","Albula_vulpes","Species","marine-brackish",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,9.5,NA,7,NA,52.229,NA,243.7352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Albuliformes","Albulidae","Albula","Albula vulpes","Albula vulpes","Albula_vulpes","Species","marine-brackish",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,11,NA,7.5,NA,64.7953,NA,323.9767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Albuliformes","Albulidae","Albula","Albula vulpes","Albula vulpes","Albula_vulpes","Species","marine-brackish",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,10,NA,6.5,NA,51.0509,NA,221.2205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"systematic_search_english","rayyan-33185781","Chordata","Actinopteri","Mugiliformes","Mugilidae","Aldrichetta","Aldrichetta forsteri","Aldricheta fosteri","Aldrichetta_forsteri","Species","freshwater-brackish-marine",NA,NA,"Australian coast between southern Victoria and central Queensland and the and on the northern coast of the Northern Territory",NA,NA,NA,NA,NA,"13",NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,115.6,12.1,NA,NA,NA,NA,NA,NA,14.3,1.8,"Table 1"
"Gregory_2024","pdf_not_found_Gulliver_1875","Chordata","Actinopteri","Clupeiformes","Clupeidae","Alosa","Alosa fallax","Alosa fallax","Alosa_fallax","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,8.5,NA,73.89,NA,419.9131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulliver, G. (1875). Observations on the sizes and shapes of the red corpuscles of the blood of vertebrates, with drawings of them to a uniform scale, and extended and revised tables of measurements. Proceedings of the Zoological Society of London 1875: 474-495."
"felix","16_fpl","Chordata","Actinopteri","Perciformes","Serranidae","Alphestes","Alphestes afer","Alphestes afer","Alphestes_afer","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,11.5,NA,9,NA,81.2887,NA,487.7323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus scriptus","Alutera scripta","Aluterus_scriptus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,8.5,NA,6,NA,40.0553,NA,160.2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus scriptus","Alutera scripta","Aluterus_scriptus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,8.5,NA,6.5,NA,43.3932,NA,188.0374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"felix","16_fpl","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus scriptus","Alutera scripta","Aluterus_scriptus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,8.5,NA,7,NA,46.7312,NA,218.0789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"Gregory_2024","13_gregory","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus schoepfii","Aluterus schoepfii","Aluterus_schoepfii","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,7.2,NA,46.37,NA,222.5756,NA,NA,NA,3.9,NA,2.9,NA,8.88,NA,17.1735,NA,"Lewis, J.H. (1996). Comparative Hemostasis in Vertebrates. Plenum Press, New York."
"Gregory_2024","pdf_not_found_Wintrobe_1933","Chordata","Actinopteri","Siluriformes","Ictaluridae","Ameiurus","Ameiurus catus","Ameiurus catus","Ameiurus_catus","Species","freshwater-brackish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,8.7,NA,71.06,NA,412.1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wintrobe, M.M. (1933). Variations in the size and hemoglobin content of erythrocytes in the blood of various vertebrates. Folia Haematologica 51: 32-49."
"Gregory_2024","pdf_not_found_Gulliver_1875","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes tobianus","Ammodytes tobianus","Ammodytes_tobianus","Species","marine-brackish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,NA,7.1,NA,71.27,NA,335.2116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulliver, G. (1875). Observations on the sizes and shapes of the red corpuscles of the blood of vertebrates, with drawings of them to a uniform scale, and extended and revised tables of measurements. Proceedings of the Zoological Society of London 1875: 474-495."
"Gregory_2024","9_gregory","Chordata","Actinopteri","Perciformes","Pomacentridae","Amphiprion","Amphiprion akindynos","Amphiprion akindynos","Amphiprion_akindynos","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.55,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","9_gregory","Chordata","Actinopteri","Perciformes","Pomacentridae","Amphiprion","Amphiprion clarkii","Amphiprion clarkii","Amphiprion_clarkii","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.89,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"systematic_search_english","rayyan-33184974","Chordata","Actinopteri","Anabantiformes","Anabantidae","Anabas","Anabas testudineus","Anabas testudineus","Anabas_testudineus","Species","freshwater-brackish",NA,NA,NA,NA,NA,NA,"female","adult","30",NA,"SE",8.3,0.1,6.82,0.24,44.88,1.85,202.1368,NA,NA,NA,4.92,0.16,3.94,0.18,15.91,1.24,39.9904,NA,"Table 1"
"felix","18_fpl","Chordata","Actinopteri","Anabantiformes","Anabantidae","Anabas","Anabas testudineus","Anabas testudineus","Anabas_testudineus","Species","freshwater-brackish",20.2314,85.8395,"freshwater pond at Khurda District Bhubaneswar, Odisha, India","India","South Asia",NA,"male","adult","30","15","SE",9.83,0.15,8.034,0.2,62.0262,NA,332.2124,NA,NA,NA,5.014,0.18,3.39,0.18,13.3498,NA,30.1705,NA,"The Morphometrical Characterisation of Normal Blood Cells of Two air-breathing fishes, Clarias batrachus and Anabas testudineus"
"felix","18_fpl","Chordata","Actinopteri","Anabantiformes","Anabantidae","Anabas","Anabas testudineus","Anabas testudineus","Anabas_testudineus","Species","freshwater-brackish",20.2314,85.8395,"freshwater pond at Khurda District Bhubaneswar, Odisha, India","India","South Asia",NA,"female","adult","30","15","SE",8.3,0.1,6.82,0.24,44.4582,NA,202.1368,NA,NA,NA,4.92,0.16,3.94,0.18,15.2248,NA,39.9904,NA,"The Morphometrical Characterisation of Normal Blood Cells of Two air-breathing fishes, Clarias batrachus and Anabas testudineus"
"systematic_search_english","rayyan-33186620","Chordata","Actinopteri","Anabantiformes","Anabantidae","Anabas","Anabas testudineus","Anabas testudineus","Anabas_testudineus","Species","freshwater-brackish",23.3312,87.7284,"Khano village, Galsi II Block, Purba Bardhaman, West Bengal, India","India","South Asia",18,NA,NA,"9",NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,71.54,2.45,NA,NA,NA,NA,NA,NA,NA,NA,"Table 2b"
"systematic_search_english","rayyan-33184974","Chordata","Actinopteri","Anabantiformes","Anabantidae","Anabas","Anabas testudineus","Anabas testudineus","Anabas_testudineus","Species","freshwater-brackish",NA,NA,NA,NA,NA,NA,"male","adult","30",NA,"SE",9.83,1.5,8.03,0.2,62.75,2.38,331.8816,NA,NA,NA,5.01,0.18,3.39,0.18,13.96,1.18,30.1464,NA,"Table 1"
"systematic_search_english","rayyan-33186100","Chordata","Actinopteri","Perciformes","Pomacanthidae","Holacanthus","Holacanthus bermudensis","Angelichthys bermudensis","Holacanthus_bermudensis","Species","marine",32.367,-64.6976,"near the Bermuda Biological Station, St. George, Bermuda
","United Kingdom","Western Europe",NA,NA,NA,"50",NA,"2SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,0.09,NA,NA,"Table 1"
"Gregory_2024","pdf_not_found_Gulliver_1875","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","Anguilla bicolor","Anguilla bicolor bicolor","Anguilla_bicolor","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,NA,8.5,NA,95.05,NA,540.9692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulliver, G. (1875). Observations on the sizes and shapes of the red corpuscles of the blood of vertebrates, with drawings of them to a uniform scale, and extended and revised tables of measurements. Proceedings of the Zoological Society of London 1875: 474-495."
"systematic_search_english","rayyan-33185817","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","Anguilla japonica","Anguilla japonica","Anguilla_japonica","Species","freshwater-brackish-marine",30.2154,114.5875,"Liangzi Lake Fisheries of Wuhan","China","East Asia",NA,NA,NA,NA,"15","SD",NA,NA,NA,NA,67.17,4.53,340.5,33.7,NA,NA,NA,NA,NA,NA,10.96,0.91,22.5,2.13,"Table 1"
"Gregory_2024","pdf_not_found_Gulliver_1875","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","Anguilla marmorata","Anguilla marmorata","Anguilla_marmorata","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,8.8,NA,92.2,NA,543.3364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gulliver, G. (1875). Observations on the sizes and shapes of the red corpuscles of the blood of vertebrates, with drawings of them to a uniform scale, and extended and revised tables of measurements. Proceedings of the Zoological Society of London 1875: 474-495."
"Gregory_2024","9_gregory","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","Anguilla rostrata","Anguilla rostrata","Anguilla_rostrata","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.71,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","pdf_not_found_Wintrobe_1933","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","Anguilla rostrata","Anguilla rostrata","Anguilla_rostrata","Species","freshwater-brackish-marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,8,NA,81.68,NA,435.6342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wintrobe, M.M. (1933). Variations in the size and hemoglobin content of erythrocytes in the blood of various vertebrates. Folia Haematologica 51: 32-49."
"systematic_search_english","rayyan-33185912","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","Anguilla rostrata","Anguilla rostrata","Anguilla_rostrata","Species","freshwater-brackish-marine",41.5256,-70.6724,"Marine Biological Laboratory, Woods Hole, Massachusetts","United States of America","North America",NA,NA,NA,NA,NA,"SE",11.5,0.3,7.6,0.3,68.6438,NA,347.7953,NA,NA,NA,3.8,0.2,3.2,0.5,9.5504,NA,20.3743,NA,"Table 1"
"systematic_search_english","rayyan-33185781","Chordata","Actinopteri","Centrarchiformes","Aplodactylidae","Aplodactylus","Aplodactylus arctidens","Aplodactylus arctidens","Aplodactylus_arctidens","Species","marine",NA,NA,"Australian coast between southern Victoria and central Queensland and the and on the northern coast of the Northern Territory",NA,NA,NA,NA,NA,"1",NA,"SD",NA,NA,NA,NA,NA,NA,NA,NA,142.1,NA,NA,NA,NA,NA,NA,NA,19,NA,"Table 1"
"Gregory_2024","9_gregory","Chordata","Actinopteri","Kurtiformes","Apogonidae","Ostorhinchus","Ostorhinchus cookii","Apogon cookii","Ostorhinchus_cookii","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","9_gregory","Chordata","Actinopteri","Kurtiformes","Apogonidae","Ostorhinchus","Ostorhinchus endekataenia","Apogon endetakaena","Ostorhinchus_endekataenia","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.99,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","9_gregory","Chordata","Actinopteri","Kurtiformes","Apogonidae","Ostorhinchus","Ostorhinchus guamensis","Apogon guamensis","Ostorhinchus_guamensis","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.96,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","9_gregory","Chordata","Actinopteri","Kurtiformes","Apogonidae","Pristiapogon","Pristiapogon kallopterus","Apogon kallopterus","Pristiapogon_kallopterus","Species","marine-brackish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"felix","16_fpl","Chordata","Actinopteri","Kurtiformes","Apogonidae","Apogon","Apogon maculatus","Apogon maculatus","Apogon_maculatus","Species","marine",18.2248,-66.4858,"southwestern and western coasts of Puerto Rico","United States of America","North America",NA,NA,NA,NA,NA,NA,11,NA,9,NA,77.7544,NA,466.5265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saunders, D.C. (1966). Differential Blood Cell Counts of 121 Species of Marine Fishes of Puerto Rico"
"Gregory_2024","9_gregory","Chordata","Actinopteri","Kurtiformes","Apogonidae","Nectamia","Nectamia savayensis","Apogon savayensis","Nectamia_savayensis","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.99,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","9_gregory","Chordata","Actinopteri","Lutjaniformes","Lutjanidae","Aprion","Aprion virescens","Aprion virescens","Aprion_virescens","Species","marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.69,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
"Gregory_2024","9_gregory","Chordata","Chondrichthyes","Rhinopristiformes","Rhinobatidae","Aptychotrema","Aptychotrema rostrata","Aptychotrema rostrata","Aptychotrema_rostrata","Species","marine-brackish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,NA,NA,NA,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706."
